salary_id,job_id,pay_period,currency,compensation_type,standardized_max_salary,standardized_min_salary,standardized_med_salary,currency_encoded,compensation_type_encoded
1,3884428798,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
2,3887470552,HOURLY,USD,BASE_SALARY,52000.0,47840.0,52000.0,5,0
3,3884431523,YEARLY,USD,BASE_SALARY,120000.0,100000.0,100000.0,5,0
4,3884911725,YEARLY,USD,BASE_SALARY,200000.0,10000.0,63918.309907429066,5,0
5,3887473220,HOURLY,USD,BASE_SALARY,72800.0,68640.0,68640.0,5,0
6,3884432468,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
7,3884915161,YEARLY,USD,BASE_SALARY,80000.0,50000.0,63918.309907429066,5,0
8,3884428983,YEARLY,USD,BASE_SALARY,101000.0,84000.0,84000.0,5,0
9,3884433248,HOURLY,USD,BASE_SALARY,114400.0,104000.0,104000.0,5,0
10,3884429625,YEARLY,USD,BASE_SALARY,100000.0,72000.0,72000.0,5,0
11,3884435029,YEARLY,USD,BASE_SALARY,24.0,20.0,24.0,5,0
12,3887468966,YEARLY,USD,BASE_SALARY,100000.0,95000.0,95000.0,5,0
13,3887473087,YEARLY,USD,BASE_SALARY,80000.0,75000.0,75000.0,5,0
14,3887466954,YEARLY,USD,BASE_SALARY,160000.0,110000.0,110000.0,5,0
15,3884428729,YEARLY,USD,BASE_SALARY,67000.0,50400.0,63918.309907429066,5,0
16,3884427990,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
17,3884432493,HOURLY,USD,BASE_SALARY,38334.4,38334.4,38334.4,5,0
18,3887467990,HOURLY,USD,BASE_SALARY,166400.0,124800.0,124800.0,5,0
19,3884912432,HOURLY,USD,BASE_SALARY,79040.0,66560.0,66560.0,5,0
20,3884435030,YEARLY,USD,BASE_SALARY,48000.0,43000.0,48000.0,5,0
21,3884434034,YEARLY,USD,BASE_SALARY,110000.0,60000.0,63918.309907429066,5,0
22,3884432469,HOURLY,USD,BASE_SALARY,73840.0,58240.0,63918.309907429066,5,0
23,3884917012,YEARLY,USD,BASE_SALARY,190000.0,180000.0,180000.0,5,0
24,3884432498,YEARLY,USD,BASE_SALARY,100000.0,85000.0,85000.0,5,0
25,3884431563,YEARLY,USD,BASE_SALARY,55000.0,45000.0,55000.0,5,0
26,3884435023,YEARLY,USD,BASE_SALARY,115000.0,110000.0,110000.0,5,0
27,3884915177,HOURLY,USD,BASE_SALARY,106080.0,93600.0,93600.0,5,0
28,3884910870,YEARLY,USD,BASE_SALARY,100000.0,50000.0,63918.309907429066,5,0
29,3884430607,YEARLY,USD,BASE_SALARY,150000.0,130000.0,130000.0,5,0
30,3884913450,YEARLY,USD,BASE_SALARY,135000.0,90000.0,90000.0,5,0
31,3887472403,YEARLY,USD,BASE_SALARY,210000.0,150000.0,150000.0,5,0
32,3887473240,HOURLY,USD,BASE_SALARY,45760.0,45760.0,45760.0,5,0
33,3887471201,YEARLY,USD,BASE_SALARY,56000.0,49000.0,56000.0,5,0
34,3887476201,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
35,3887469942,YEARLY,USD,BASE_SALARY,100000.0,70000.0,70000.0,5,0
36,3884433292,YEARLY,USD,BASE_SALARY,115000.0,85000.0,85000.0,5,0
37,3884425974,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
38,3887469932,YEARLY,USD,BASE_SALARY,163000.0,112000.0,112000.0,5,0
39,3884434097,HOURLY,USD,BASE_SALARY,62400.0,52000.0,62400.0,5,0
40,3884430583,YEARLY,USD,BASE_SALARY,100000.0,72000.0,72000.0,5,0
41,3884430608,YEARLY,USD,BASE_SALARY,75000.0,65000.0,65000.0,5,0
42,3887464859,YEARLY,USD,BASE_SALARY,130000.0,120000.0,120000.0,5,0
43,3884429657,HOURLY,USD,BASE_SALARY,58240.0,47840.0,58240.0,5,0
44,3884430610,YEARLY,USD,BASE_SALARY,130000.0,90000.0,90000.0,5,0
45,3887471276,YEARLY,USD,BASE_SALARY,63700.0,41715.0,63700.0,5,0
46,3884431637,YEARLY,USD,BASE_SALARY,75000.0,50000.0,63918.309907429066,5,0
47,3884915296,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
48,3887476076,HOURLY,USD,BASE_SALARY,104000.0,93600.0,93600.0,5,0
49,3887475133,YEARLY,USD,BASE_SALARY,72000.0,65000.0,65000.0,5,0
50,3884436034,HOURLY,USD,BASE_SALARY,141440.0,141440.0,141440.0,5,0
51,3884432491,HOURLY,USD,BASE_SALARY,58905.6,57012.8,58905.6,5,0
52,3887469999,YEARLY,USD,BASE_SALARY,65000.0,45000.0,63918.309907429066,5,0
53,3884911832,YEARLY,USD,BASE_SALARY,175000.0,160000.0,160000.0,5,0
54,3887474295,HOURLY,USD,BASE_SALARY,135200.0,124800.0,124800.0,5,0
55,3887467924,HOURLY,USD,BASE_SALARY,189696.0,140296.0,140296.0,5,0
56,3887468967,HOURLY,USD,BASE_SALARY,52000.0,41600.0,52000.0,5,0
57,3887470539,YEARLY,USD,BASE_SALARY,104000.0,56000.0,63918.309907429066,5,0
58,3884429634,YEARLY,USD,BASE_SALARY,115000.0,95000.0,95000.0,5,0
59,3887475285,YEARLY,USD,BASE_SALARY,90000.0,60000.0,63918.309907429066,5,0
60,3884433244,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
61,3887470497,YEARLY,USD,BASE_SALARY,100000.0,90000.0,90000.0,5,0
62,3887471567,YEARLY,USD,BASE_SALARY,175000.0,125000.0,125000.0,5,0
63,3884434095,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
64,3884912315,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
65,3884433143,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
66,3887475355,YEARLY,USD,BASE_SALARY,400000.0,250000.0,250000.0,5,0
67,3887468932,YEARLY,USD,BASE_SALARY,160000.0,110000.0,110000.0,5,0
68,3884430130,HOURLY,USD,BASE_SALARY,72800.0,62400.0,63918.309907429066,5,0
69,3884912691,HOURLY,USD,BASE_SALARY,47840.0,39520.0,47840.0,5,0
70,3884428699,YEARLY,USD,BASE_SALARY,300000.0,90000.0,90000.0,5,0
71,3887466984,YEARLY,USD,BASE_SALARY,161400.0,87000.0,87000.0,5,0
72,3884434103,YEARLY,USD,BASE_SALARY,120000.0,90000.0,90000.0,5,0
73,3884432572,HOURLY,USD,BASE_SALARY,45760.0,41600.0,45760.0,5,0
74,3884434114,HOURLY,USD,BASE_SALARY,228800.0,197600.0,197600.0,5,0
75,3884436148,YEARLY,USD,BASE_SALARY,140.0,110.0,140.0,5,0
76,3884916322,HOURLY,USD,BASE_SALARY,64480.0,62400.0,63918.309907429066,5,0
77,3884914112,HOURLY,USD,BASE_SALARY,68016.0,62816.0,63918.309907429066,5,0
78,3887476099,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
79,3884430272,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
80,3884429653,YEARLY,USD,BASE_SALARY,120000.0,87000.0,87000.0,5,0
81,3884435152,YEARLY,USD,BASE_SALARY,200000.0,180000.0,180000.0,5,0
82,3887475299,YEARLY,USD,BASE_SALARY,70000.0,60000.0,63918.309907429066,5,0
83,3884913642,HOURLY,USD,BASE_SALARY,39873.600000000006,35360.0,39873.600000000006,5,0
84,3887474692,YEARLY,USD,BASE_SALARY,90000.0,70000.0,70000.0,5,0
85,3884433240,HOURLY,USD,BASE_SALARY,56409.6,47840.0,56409.6,5,0
86,3887473886,YEARLY,USD,BASE_SALARY,83000.0,69000.0,69000.0,5,0
87,3887470528,YEARLY,USD,BASE_SALARY,160000.0,150000.0,150000.0,5,0
88,3884436023,YEARLY,USD,BASE_SALARY,130000.0,120000.0,120000.0,5,0
89,3884436039,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
90,3884436123,HOURLY,USD,BASE_SALARY,54080.0,49920.0,54080.0,5,0
91,3656167404,YEARLY,USD,BASE_SALARY,65000.0,55000.0,63918.309907429066,5,0
92,3884912807,YEARLY,USD,BASE_SALARY,21.99,19.0,21.99,5,0
93,3884912486,YEARLY,USD,BASE_SALARY,130000.0,100000.0,100000.0,5,0
94,3884435120,HOURLY,USD,BASE_SALARY,62400.0,52000.0,62400.0,5,0
95,3887467642,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
96,3887474156,YEARLY,USD,BASE_SALARY,80000.0,70000.0,70000.0,5,0
97,3887478309,YEARLY,USD,BASE_SALARY,200000.0,158000.0,158000.0,5,0
98,3884431614,HOURLY,USD,BASE_SALARY,56160.0,52000.0,56160.0,5,0
99,3884432550,HOURLY,USD,BASE_SALARY,43680.0,37440.0,43680.0,5,0
100,3884429686,HOURLY,USD,BASE_SALARY,143540.80000000002,101857.59999999999,101857.59999999999,5,0
101,3884433290,YEARLY,USD,BASE_SALARY,65131.89,60331.89,63918.309907429066,5,0
102,3887475284,HOURLY,USD,BASE_SALARY,37440.0,33280.0,37440.0,5,0
103,3884431661,YEARLY,USD,BASE_SALARY,80000.0,75000.0,75000.0,5,0
104,3884435178,HOURLY,USD,BASE_SALARY,66560.0,52000.0,63918.309907429066,5,0
105,3884432436,HOURLY,USD,BASE_SALARY,52000.0,45760.0,52000.0,5,0
106,3887474506,HOURLY,USD,BASE_SALARY,72800.0,52000.0,63918.309907429066,5,0
107,3884436168,HOURLY,USD,BASE_SALARY,35360.0,33280.0,35360.0,5,0
108,3884915172,YEARLY,USD,BASE_SALARY,50000.0,40000.0,50000.0,5,0
109,3884426762,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
110,3887470550,YEARLY,USD,BASE_SALARY,50000.0,41715.0,50000.0,5,0
111,3884434062,YEARLY,USD,BASE_SALARY,105000.0,83700.0,83700.0,5,0
112,3887469407,HOURLY,USD,BASE_SALARY,41600.0,37440.0,41600.0,5,0
113,3887472874,YEARLY,USD,BASE_SALARY,160000.0,120000.0,120000.0,5,0
114,3887486130,HOURLY,USD,BASE_SALARY,41600.0,34320.0,41600.0,5,0
115,3887482215,HOURLY,USD,BASE_SALARY,47840.0,35360.0,47840.0,5,0
116,3887470918,YEARLY,USD,BASE_SALARY,120000.0,105000.0,105000.0,5,0
117,3887484013,HOURLY,USD,BASE_SALARY,87360.0,79040.0,79040.0,5,0
118,3887477017,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
119,3884431554,YEARLY,USD,BASE_SALARY,90000.0,90000.0,90000.0,5,0
120,3887478436,HOURLY,USD,BASE_SALARY,124800.0,104000.0,104000.0,5,0
121,3887469630,YEARLY,USD,BASE_SALARY,285600.0,153600.0,153600.0,5,0
122,3887480763,HOURLY,USD,BASE_SALARY,145600.0,145600.0,145600.0,5,0
123,3887468619,YEARLY,USD,BASE_SALARY,145000.0,130000.0,130000.0,5,0
124,3884432301,YEARLY,USD,BASE_SALARY,60000.0,45000.0,60000.0,5,0
125,3884429730,HOURLY,USD,BASE_SALARY,114400.0,62400.0,63918.309907429066,5,0
126,3884436043,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
127,3887484964,HOURLY,USD,BASE_SALARY,87360.0,85280.0,85280.0,5,0
128,3887473513,HOURLY,USD,BASE_SALARY,91083.2,60715.200000000004,63918.309907429066,5,0
129,3887481930,YEARLY,USD,BASE_SALARY,125000.0,125000.0,125000.0,5,0
130,3887476200,YEARLY,USD,BASE_SALARY,60000.0,50000.0,60000.0,5,0
131,3884433322,YEARLY,USD,BASE_SALARY,90000.0,68000.0,68000.0,5,0
132,3887486300,YEARLY,USD,BASE_SALARY,70000.0,60000.0,63918.309907429066,5,0
133,3884430726,YEARLY,USD,BASE_SALARY,175000.0,160000.0,160000.0,5,0
134,3884908545,HOURLY,USD,BASE_SALARY,82804.8,43347.2,63918.309907429066,5,0
135,3887478759,YEARLY,USD,BASE_SALARY,130109.0,62177.0,63918.309907429066,5,0
136,3884435204,HOURLY,USD,BASE_SALARY,56409.6,47840.0,56409.6,5,0
137,3887474462,YEARLY,USD,BASE_SALARY,150000.0,110000.0,110000.0,5,0
138,3884426999,HOURLY,USD,BASE_SALARY,58115.200000000004,40664.0,58115.200000000004,5,0
139,3884429610,YEARLY,USD,BASE_SALARY,150000.0,80000.0,80000.0,5,0
140,3884432560,YEARLY,USD,BASE_SALARY,70000.0,55000.0,63918.309907429066,5,0
141,3887489265,YEARLY,USD,BASE_SALARY,110000.0,100000.0,100000.0,5,0
142,3887479382,HOURLY,USD,BASE_SALARY,85280.0,83200.0,83200.0,5,0
143,3884436211,YEARLY,USD,BASE_SALARY,65000.0,60000.0,63918.309907429066,5,0
144,3884429616,MONTHLY,USD,BASE_SALARY,55824.0,44616.0,55824.0,5,0
145,3884435045,YEARLY,USD,BASE_SALARY,85000.0,55000.0,63918.309907429066,5,0
146,3884434066,YEARLY,USD,BASE_SALARY,80000.0,70000.0,70000.0,5,0
147,3887477134,YEARLY,USD,BASE_SALARY,120000.0,100000.0,100000.0,5,0
148,3884426652,YEARLY,USD,BASE_SALARY,110000.0,75000.0,75000.0,5,0
149,3884916675,YEARLY,USD,BASE_SALARY,65000.0,55000.0,63918.309907429066,5,0
150,3884426975,YEARLY,USD,BASE_SALARY,145000.0,95000.0,95000.0,5,0
151,3884917043,HOURLY,USD,BASE_SALARY,156000.0,135200.0,135200.0,5,0
152,3884436183,YEARLY,USD,BASE_SALARY,75000.0,65000.0,65000.0,5,0
153,3884429777,HOURLY,USD,BASE_SALARY,124508.8,74651.2,74651.2,5,0
154,3887471747,HOURLY,USD,BASE_SALARY,48048.0,32032.0,48048.0,5,0
155,3887486875,YEARLY,USD,BASE_SALARY,100000.0,80000.0,80000.0,5,0
156,3884433392,YEARLY,USD,BASE_SALARY,55000.0,50000.0,55000.0,5,0
157,3884912999,YEARLY,USD,BASE_SALARY,200000.0,150000.0,150000.0,5,0
158,3887480120,YEARLY,USD,BASE_SALARY,155000.0,140000.0,140000.0,5,0
159,3887476411,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
160,3887491220,YEARLY,USD,BASE_SALARY,95000.0,80000.0,80000.0,5,0
161,3884430601,YEARLY,USD,BASE_SALARY,105000.0,90000.0,90000.0,5,0
162,3887472633,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
163,3887479788,YEARLY,USD,BASE_SALARY,120000.0,90000.0,90000.0,5,0
164,3884436199,YEARLY,USD,BASE_SALARY,105200.0,66200.0,66200.0,5,0
165,3884436024,YEARLY,USD,BASE_SALARY,119553.0,85147.0,85147.0,5,0
166,3884906708,YEARLY,USD,BASE_SALARY,77900.0,57000.0,63918.309907429066,5,0
167,3887488260,YEARLY,USD,BASE_SALARY,68000.0,62000.0,63918.309907429066,5,0
168,3887475125,HOURLY,USD,BASE_SALARY,72800.0,68640.0,68640.0,5,0
169,3887477849,YEARLY,USD,BASE_SALARY,100000.0,80000.0,80000.0,5,0
170,3884917416,HOURLY,USD,BASE_SALARY,67038.4,51396.8,63918.309907429066,5,0
171,3887474445,YEARLY,USD,BASE_SALARY,60000.0,40000.0,60000.0,5,0
172,3884911425,YEARLY,USD,BASE_SALARY,160533.0,123485.0,123485.0,5,0
173,3884431673,HOURLY,USD,BASE_SALARY,52000.0,41600.0,52000.0,5,0
174,3884426997,YEARLY,USD,BASE_SALARY,77000.0,64000.0,64000.0,5,0
175,3884917436,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
176,3884429703,HOURLY,USD,BASE_SALARY,56160.0,38480.0,56160.0,5,0
177,3884912836,MONTHLY,USD,BASE_SALARY,120000.0,63000.0,63918.309907429066,5,0
178,3884429847,YEARLY,USD,BASE_SALARY,120000.0,105000.0,105000.0,5,0
179,3884917233,YEARLY,USD,BASE_SALARY,145000.0,105000.0,105000.0,5,0
180,3887475354,YEARLY,USD,BASE_SALARY,80000.0,70000.0,70000.0,5,0
181,3884914674,YEARLY,USD,BASE_SALARY,80000.0,45000.0,63918.309907429066,5,0
182,3887471743,YEARLY,USD,BASE_SALARY,17.77,16.77,17.77,5,0
183,3887472480,YEARLY,USD,BASE_SALARY,167500.0,91400.0,91400.0,5,0
184,3887475359,YEARLY,USD,BASE_SALARY,75000.0,68000.0,68000.0,5,0
185,3884913633,YEARLY,USD,BASE_SALARY,170000.0,145000.0,145000.0,5,0
186,3884429781,YEARLY,USD,BASE_SALARY,76000.0,71000.0,71000.0,5,0
187,3884430673,YEARLY,USD,BASE_SALARY,106496.0,65603.2,65603.2,5,0
188,3887486230,YEARLY,USD,BASE_SALARY,130109.0,62177.0,63918.309907429066,5,0
189,3884433362,YEARLY,USD,BASE_SALARY,70000.0,55000.0,63918.309907429066,5,0
190,3884430781,HOURLY,USD,BASE_SALARY,72800.0,56160.0,63918.309907429066,5,0
191,3884435281,YEARLY,USD,BASE_SALARY,160000.0,80000.0,80000.0,5,0
192,3887473762,YEARLY,USD,BASE_SALARY,2.0,1.0,2.0,5,0
193,3884434165,YEARLY,USD,BASE_SALARY,80000.0,75000.0,75000.0,5,0
194,3887471053,YEARLY,USD,BASE_SALARY,80000.0,75000.0,75000.0,5,0
195,3884431641,HOURLY,USD,BASE_SALARY,156000.0,145600.0,145600.0,5,0
196,3887485575,YEARLY,USD,BASE_SALARY,100000.0,85000.0,85000.0,5,0
197,3884430616,HOURLY,USD,BASE_SALARY,97760.0,76960.0,76960.0,5,0
198,3887483238,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
199,3610032286,YEARLY,USD,BASE_SALARY,130813.0,1.0,63918.309907429066,5,0
200,3887475102,YEARLY,USD,BASE_SALARY,50000.0,40000.0,50000.0,5,0
201,3887485157,HOURLY,USD,BASE_SALARY,83200.0,79040.0,79040.0,5,0
202,3884914341,HOURLY,USD,BASE_SALARY,124800.0,120640.0,120640.0,5,0
203,3884910775,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
204,3884433426,YEARLY,USD,BASE_SALARY,95000.0,78000.0,78000.0,5,0
205,3884912798,HOURLY,USD,BASE_SALARY,81120.0,62400.0,63918.309907429066,5,0
206,3887474751,HOURLY,USD,BASE_SALARY,56160.0,47840.0,56160.0,5,0
207,3884432583,HOURLY,USD,BASE_SALARY,47840.0,35360.0,47840.0,5,0
208,3887474517,HOURLY,USD,BASE_SALARY,114400.0,104000.0,104000.0,5,0
209,3884436146,YEARLY,USD,BASE_SALARY,85000.0,78000.0,78000.0,5,0
210,3887482515,YEARLY,USD,BASE_SALARY,85000.0,73500.0,73500.0,5,0
211,3887490568,HOURLY,USD,BASE_SALARY,99840.0,20800.0,63918.309907429066,5,0
212,3887480096,YEARLY,USD,BASE_SALARY,110000.0,75000.0,75000.0,5,0
213,3887486043,YEARLY,USD,BASE_SALARY,80000.0,65000.0,65000.0,5,0
214,3884428994,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
215,3884919132,YEARLY,USD,BASE_SALARY,110000.0,100000.0,100000.0,5,0
216,3884435336,HOURLY,USD,BASE_SALARY,121680.0,116833.6,116833.6,5,0
217,3884430751,YEARLY,USD,BASE_SALARY,230000.0,130000.0,130000.0,5,0
218,3884431706,YEARLY,USD,BASE_SALARY,67550.13,45033.42,63918.309907429066,5,0
219,3884433317,YEARLY,USD,BASE_SALARY,90000.0,60000.0,63918.309907429066,5,0
220,3884912975,YEARLY,USD,BASE_SALARY,80000.0,54000.0,63918.309907429066,5,0
221,3887499183,YEARLY,USD,BASE_SALARY,70000.0,65000.0,65000.0,5,0
222,3887700229,YEARLY,USD,BASE_SALARY,70000.0,65000.0,65000.0,5,0
223,3887492681,YEARLY,USD,BASE_SALARY,90000.0,80000.0,80000.0,5,0
224,3887489353,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
225,3884433420,YEARLY,USD,BASE_SALARY,140000.0,120000.0,120000.0,5,0
226,3884429748,YEARLY,USD,BASE_SALARY,175000.0,120000.0,120000.0,5,0
227,3887499331,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
228,3884434129,YEARLY,USD,BASE_SALARY,200000.0,150000.0,150000.0,5,0
229,3884432529,YEARLY,USD,BASE_SALARY,105200.0,66200.0,66200.0,5,0
230,3887490026,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
231,3884432782,YEARLY,USD,BASE_SALARY,75000.0,65000.0,65000.0,5,0
232,3887467853,YEARLY,USD,BASE_SALARY,85000.0,75000.0,75000.0,5,0
233,3887473432,YEARLY,USD,BASE_SALARY,80000.0,55000.0,63918.309907429066,5,0
234,3887470642,YEARLY,USD,BASE_SALARY,100000.0,95000.0,95000.0,5,0
235,3884914374,YEARLY,USD,BASE_SALARY,150000.0,130000.0,130000.0,5,0
236,3884919767,HOURLY,USD,BASE_SALARY,45760.0,37440.0,45760.0,5,0
237,3887477885,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
238,3887495413,HOURLY,USD,BASE_SALARY,31200.0,29120.0,31200.0,5,0
239,3884917084,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
240,3887476366,HOURLY,USD,BASE_SALARY,74880.0,72800.0,72800.0,5,0
241,3884436569,HOURLY,USD,BASE_SALARY,58240.0,52000.0,58240.0,5,0
242,3887476796,YEARLY,USD,BASE_SALARY,131000.0,73000.0,73000.0,5,0
243,3884429902,YEARLY,USD,BASE_SALARY,72000.0,60000.0,63918.309907429066,5,0
244,3871144579,YEARLY,USD,BASE_SALARY,110000.0,85000.0,85000.0,5,0
245,3884435279,HOURLY,USD,BASE_SALARY,66560.0,60320.0,63918.309907429066,5,0
246,3887489634,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
247,3884918677,HOURLY,USD,BASE_SALARY,47840.0,41600.0,47840.0,5,0
248,3884430655,HOURLY,USD,BASE_SALARY,52000.0,45760.0,52000.0,5,0
249,3884431654,YEARLY,USD,BASE_SALARY,175000.0,100000.0,100000.0,5,0
250,3884430605,YEARLY,USD,BASE_SALARY,100000.0,72000.0,72000.0,5,0
251,3887471673,YEARLY,USD,BASE_SALARY,146640.0,97760.0,97760.0,5,0
252,3887496048,YEARLY,USD,BASE_SALARY,73000.0,57000.0,63918.309907429066,5,0
253,3887491046,YEARLY,USD,BASE_SALARY,90000.0,65000.0,65000.0,5,0
254,3884434113,HOURLY,USD,BASE_SALARY,106080.0,79040.0,79040.0,5,0
255,3884918761,YEARLY,USD,BASE_SALARY,193785.0,113810.0,113810.0,5,0
256,3887482785,YEARLY,USD,BASE_SALARY,175000.0,120000.0,120000.0,5,0
257,3884438226,HOURLY,USD,BASE_SALARY,106080.0,104000.0,104000.0,5,0
258,3844216662,YEARLY,USD,BASE_SALARY,75000.0,60000.0,63918.309907429066,5,0
259,3884435695,YEARLY,USD,BASE_SALARY,135000.0,110000.0,110000.0,5,0
260,3887490562,YEARLY,USD,BASE_SALARY,90400.0,64600.0,64600.0,5,0
261,3884913869,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
262,3887472128,YEARLY,USD,BASE_SALARY,58000.0,55000.0,58000.0,5,0
263,3887477383,YEARLY,USD,BASE_SALARY,210000.0,170000.0,170000.0,5,0
264,3887495113,YEARLY,USD,BASE_SALARY,250000.0,230000.0,230000.0,5,0
265,3887476347,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
266,3887488972,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
267,3884430432,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
268,3884435078,YEARLY,USD,BASE_SALARY,200000.0,180000.0,180000.0,5,0
269,3884432610,HOURLY,USD,BASE_SALARY,63440.0,56160.0,63440.0,5,0
270,3884920828,YEARLY,USD,BASE_SALARY,85000.0,75000.0,75000.0,5,0
271,3884920734,YEARLY,USD,BASE_SALARY,1500000.0,350000.0,350000.0,5,0
272,3884436083,YEARLY,USD,BASE_SALARY,175000.0,160000.0,160000.0,5,0
273,3884434736,HOURLY,USD,BASE_SALARY,39520.0,39520.0,39520.0,5,0
274,3887476996,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
275,3887490752,YEARLY,USD,BASE_SALARY,240000.0,160000.0,160000.0,5,0
276,3887474885,YEARLY,USD,BASE_SALARY,263350.0,152000.0,152000.0,5,0
277,3887494721,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,255613.1251742856,5,0
278,3887484442,YEARLY,USD,BASE_SALARY,288000.0,144200.0,144200.0,5,0
279,3884433408,YEARLY,USD,BASE_SALARY,150000.0,100000.0,100000.0,5,0
280,3887499494,HOURLY,USD,BASE_SALARY,52000.0,41600.0,52000.0,5,0
281,3884919935,YEARLY,USD,BASE_SALARY,150000.0,130000.0,130000.0,5,0
282,3884923183,YEARLY,USD,BASE_SALARY,92000.0,87000.0,87000.0,5,0
283,3884434134,YEARLY,USD,BASE_SALARY,110000.0,95000.0,95000.0,5,0
284,3884922535,YEARLY,USD,BASE_SALARY,150000.0,120000.0,120000.0,5,0
285,3884913832,YEARLY,USD,BASE_SALARY,140000.0,100000.0,100000.0,5,0
286,3884922191,HOURLY,USD,BASE_SALARY,60881.6,53892.8,60881.6,5,0
287,3884436021,YEARLY,USD,BASE_SALARY,80405.0,61261.0,63918.309907429066,5,0
288,3887493761,HOURLY,USD,BASE_SALARY,52832.0,35360.0,52832.0,5,0
289,3884432534,YEARLY,USD,BASE_SALARY,130000.0,90000.0,90000.0,5,0
290,3887700413,YEARLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
291,3884435151,YEARLY,USD,BASE_SALARY,84240.0,65000.0,65000.0,5,0
292,3887489289,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
293,3884433891,YEARLY,USD,BASE_SALARY,125000.0,100000.0,100000.0,5,0
294,3884430801,HOURLY,USD,BASE_SALARY,72800.0,66560.0,66560.0,5,0
295,3884920383,YEARLY,USD,BASE_SALARY,357000.0,129000.0,129000.0,5,0
296,3887475434,YEARLY,USD,BASE_SALARY,400000.0,100000.0,100000.0,5,0
297,3887499095,YEARLY,USD,BASE_SALARY,250000.0,156000.0,156000.0,5,0
298,3884435384,HOURLY,USD,BASE_SALARY,52000.0,47840.0,52000.0,5,0
299,3887496152,YEARLY,USD,BASE_SALARY,90000.0,80000.0,80000.0,5,0
300,3887479188,HOURLY,USD,BASE_SALARY,52478.4,35713.600000000006,52478.4,5,0
301,3884431973,YEARLY,USD,BASE_SALARY,37800.0,26500.0,37800.0,5,0
302,3884429852,HOURLY,USD,BASE_SALARY,52000.0,49920.0,52000.0,5,0
303,3887489987,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
304,3884439191,HOURLY,USD,BASE_SALARY,255613.1251742856,195226.28436716762,195226.28436716762,5,0
305,3887491263,YEARLY,USD,BASE_SALARY,100000.0,90000.0,90000.0,5,0
