company_id,employee_count,follower_count,time_recorded
45261,259,4906,2024-04-11 17:34:24
40894,1962,293544,2024-04-11 17:34:24
50923,209,34668,2024-04-11 17:34:24
15205156,53,117375,2024-04-11 17:34:24
268271,81,2178,2024-04-11 17:34:24
164988,10457,191099,2024-04-11 17:34:24
33046677,29,3276,2024-04-11 17:34:24
35475885,104,105249,2024-04-11 17:34:24
87226376,13,636,2024-04-11 17:34:24
100336235,8,656,2024-04-11 17:34:24
362594,76,2375,2024-04-11 17:34:24
35690611,1558,146698,2024-04-11 17:34:24
260295,264,182178,2024-04-11 17:34:24
20266,2000,70719,2024-04-11 17:35:04
331504,68,11295,2024-04-11 17:35:04
3626,135500,659013,2024-04-11 17:35:04
2739563,145,1723,2024-04-11 17:35:04
14580269,103,55242,2024-04-11 17:35:04
92675042,2,174,2024-04-11 17:35:04
78326739,13,18200,2024-04-11 17:35:04
11229,4875,784028,2024-04-11 17:35:04
9826,34064,1198867,2024-04-11 17:35:04
15332,533,8082,2024-04-11 17:35:04
15426950,14,352,2024-04-11 17:35:04
9826,34097,1198867,2024-04-11 17:35:04
4818145,17,230,2024-04-11 17:35:04
13816,1218,659578,2024-04-11 17:35:04
11647,3358,160032,2024-04-11 17:35:04
4374,21088,186173,2024-04-11 17:35:04
934588,10403,240893,2024-04-11 17:35:04
143988,132,198746,2024-04-11 17:35:04
1613698,755,9691,2024-04-11 17:35:04
2430330,30,70453,2024-04-11 17:35:04
2291981,10,812,2024-04-11 17:35:04
90896322,10,1850,2024-04-11 17:35:04
13057969,2,37,2024-04-11 17:35:04
23393,295,10663,2024-04-11 17:35:04
112948,144,550367,2024-04-11 17:35:04
84054714,904,12381,2024-04-11 17:35:04
268278,51,46933,2024-04-11 17:35:04
93313749,3,21,2024-04-11 17:35:04
8434,42004,1339880,2024-04-11 17:35:04
13041595,101,1041,2024-04-11 17:35:04
87233049,16,11069,2024-04-11 17:35:04
1660845,35,9652,2024-04-11 17:35:04
5843,2842,50707,2024-04-11 17:35:04
7973087,357,26966,2024-04-11 17:35:04
1168031,228,2373,2024-04-11 17:35:04
43226128,22,4179,2024-04-11 17:35:04
8434,42018,1339880,2024-04-11 17:35:44
468160,45614,768212,2024-04-11 17:35:44
4976119,4,528,2024-04-11 17:35:44
18685824,4,532,2024-04-11 17:35:44
156335,26,18109,2024-04-11 17:35:44
131759,51,10273,2024-04-11 17:35:44
2389408,95,2785,2024-04-11 17:35:44
34654317,32,92913,2024-04-11 17:35:44
31356620,69,54429,2024-04-11 17:35:44
77759770,4,42,2024-04-11 17:35:44
125641,462,11033,2024-04-11 17:35:44
2675169,64,2315,2024-04-11 17:35:44
3644472,147,1183,2024-04-11 17:35:44
572769,77,1666,2024-04-11 17:35:44
35963,2273,10517,2024-04-11 17:35:44
242230,635,89277,2024-04-11 17:35:44
208401,21230,223889,2024-04-11 17:35:44
157340,13740,239955,2024-04-11 17:35:44
2843538,59,65276,2024-04-11 17:35:44
7004380,914,4523,2024-04-11 17:35:44
331509,225,76182,2024-04-11 17:35:44
71607371,98,18627,2024-04-11 17:35:44
11317039,88,72467,2024-04-11 17:35:44
24440,6329,981086,2024-04-11 17:35:44
831571,200,29824,2024-04-11 17:35:44
75038941,182,1098,2024-04-11 17:35:44
1940159,29,8370,2024-04-11 17:36:08
2232398,14,4678,2024-04-11 17:36:08
23724,149,10167,2024-04-11 17:36:08
101813502,2,8,2024-04-11 17:36:08
47475,192,72798,2024-04-11 17:36:08
1844927,73,1030,2024-04-11 17:36:08
963739,100,39682,2024-04-11 17:36:08
91465041,0,227,2024-04-11 17:36:08
85618119,48,905,2024-04-11 17:36:08
510293,82,12160,2024-04-11 17:36:08
123944,165,5849,2024-04-11 17:36:08
6273609,286,3055,2024-04-11 17:36:08
10010758,1276,14523,2024-04-11 17:36:08
1401846,12,1362,2024-04-11 17:36:08
10298,2536,54938,2024-04-11 17:36:08
33259382,322,812,2024-04-11 17:36:08
11835651,98,9565,2024-04-11 17:37:19
32090,411,44455,2024-04-11 17:37:19
282692,1528,201517,2024-04-11 17:37:19
30226705,14,2386,2024-04-11 17:37:19
9788554,716,253,2024-04-11 17:37:19
18054300,8,16288,2024-04-11 17:37:19
78389229,1,4,2024-04-11 17:37:19
22210,1995,18458,2024-04-11 17:37:19
5466,5782,106662,2024-04-11 17:37:19
2312083,26364,1238290,2024-04-11 17:37:19
166659,10187,232928,2024-04-11 17:37:19
106755,97,27481,2024-04-11 17:37:19
502882,3577,433023,2024-04-11 17:37:19
69480,287,3761,2024-04-11 17:37:19
791498,1946,61606,2024-04-11 17:37:19
7321278,31,196,2024-04-11 17:37:19
18373129,43,45029,2024-04-11 17:37:19
5196734,61,6618,2024-04-11 17:37:19
47040,2125,351434,2024-04-11 17:37:19
76245421,4,3944,2024-04-11 17:37:19
69524,201,34146,2024-04-11 17:37:19
21460,3150,24031,2024-04-11 17:37:19
11115,8879,193536,2024-04-11 17:37:19
64905036,31,7472,2024-04-11 17:37:19
495689,248,11906,2024-04-11 17:37:19
18573518,883,9416,2024-04-11 17:37:19
365659,111,8860,2024-04-11 17:37:19
1452948,519,105667,2024-04-11 17:37:19
2613268,13,446,2024-04-11 17:37:19
27210299,28,38788,2024-04-11 17:37:19
6017632,81,983,2024-04-11 17:37:19
18484635,23,29219,2024-04-11 17:37:19
99248566,0,78,2024-04-11 17:37:19
912360,71,1860,2024-04-11 17:37:19
1786427,150,3193,2024-04-11 17:37:19
6487,35287,271036,2024-04-11 17:37:19
4060,41439,1283109,2024-04-11 17:37:19
10288375,157,21408,2024-04-11 17:37:19
2251475,6,909,2024-04-11 17:37:32
410992,140,33086,2024-04-11 17:37:32
1206276,111,61093,2024-04-11 17:40:25
4856,24181,455446,2024-04-11 17:40:25
79982254,19,1230,2024-04-11 17:40:25
5240076,124,86181,2024-04-11 17:40:25
15237777,87,7266,2024-04-11 17:40:25
100550520,4,5945,2024-04-11 17:40:25
1703,58594,587070,2024-04-11 17:40:25
2445,35500,357652,2024-04-11 17:40:25
3165226,13,5965,2024-04-11 17:40:25
83561,136,4380,2024-04-11 17:40:25
80150,46,772,2024-04-11 17:40:25
5240076,127,86181,2024-04-11 17:40:25
152109,786,79416,2024-04-11 17:40:25
164158,1550,28524,2024-04-11 17:40:25
1719218,182,532,2024-04-11 17:40:25
18193888,1,50,2024-04-11 17:40:25
40890204,15,1624,2024-04-11 17:40:25
1703,58603,587070,2024-04-11 17:40:25
3119373,221,12163,2024-04-11 17:40:25
548016,149,9575,2024-04-11 17:40:25
336338,175,1516,2024-04-11 17:40:25
24598581,13,409,2024-04-11 17:40:25
7926576,98,4918,2024-04-11 17:40:25
11419009,9,13849,2024-04-11 17:40:25
52201127,9,17283,2024-04-11 17:40:25
165636,5796,116563,2024-04-11 17:40:25
75730,1088,8016,2024-04-11 17:40:25
99465485,2,29,2024-04-11 17:40:25
32292,70,47778,2024-04-11 17:41:05
19192967,22,1742,2024-04-11 17:41:05
6044,1836,394373,2024-04-11 17:41:05
11861601,213,9654,2024-04-11 17:41:05
223479,126,3170,2024-04-11 17:41:05
71350,1785,250307,2024-04-11 17:41:05
17914628,441,53796,2024-04-11 17:41:05
9414987,444,74824,2024-04-11 17:41:05
2183652,1480,658409,2024-04-11 17:41:05
1122072,2109,343516,2024-04-11 17:41:05
64332,19,16238,2024-04-11 17:41:05
9414987,445,74824,2024-04-11 17:41:05
1573225,87,11632,2024-04-11 17:41:05
14072019,39,5792,2024-04-11 17:41:05
69204135,88,7285,2024-04-11 17:41:05
2045626,85,71182,2024-04-11 17:41:05
103103832,0,366,2024-04-11 17:41:05
21554,2291,35748,2024-04-11 17:41:05
449579,558,5292,2024-04-11 17:41:05
82861485,9,80,2024-04-11 17:41:05
3486,24706,7220563,2024-04-11 17:41:05
2396310,8972,520282,2024-04-11 17:42:36
67908,1170,6138,2024-04-11 17:42:36
15091055,16,185,2024-04-11 17:42:36
93317931,50,121,2024-04-11 17:42:36
16233931,8,220,2024-04-11 17:42:36
528830,58,888,2024-04-11 17:42:36
23656,623,268418,2024-04-11 17:42:36
77912095,6,131,2024-04-11 17:42:36
82096727,79,1790,2024-04-11 17:42:36
533345,1208,8760,2024-04-11 17:42:36
165725,5458,132815,2024-04-11 17:42:36
3758794,12,705,2024-04-11 17:42:36
6078,4268,34435,2024-04-11 17:42:36
3951845,31,482,2024-04-11 17:42:36
84686,15,4449,2024-04-11 17:42:36
346641,921,10389,2024-04-11 17:42:36
145016,35,3888,2024-04-11 17:42:36
205289,111,4255,2024-04-11 17:42:36
11770844,47,960,2024-04-11 17:42:36
2562128,711,111643,2024-04-11 17:42:36
28014,1626,111601,2024-04-11 17:42:36
37774195,158,876,2024-04-11 17:42:36
14559430,34,9480,2024-04-11 17:42:36
18570461,99,2964,2024-04-11 17:42:36
5251869,99,3930,2024-04-11 17:42:36
4374,21089,186174,2024-04-11 17:42:36
99400379,3,158,2024-04-11 17:42:36
3237135,26,8792,2024-04-11 17:42:36
1124026,1003,12020,2024-04-11 17:42:36
690587,198,31059,2024-04-11 17:42:36
122314,387,7305,2024-04-11 17:42:36
10191345,9,23858,2024-04-11 17:42:36
35624908,13,165,2024-04-11 17:42:36
866507,44,10701,2024-04-11 17:42:36
27337687,0,95,2024-04-11 17:42:36
24508,455,9146,2024-04-11 17:42:36
15957,548,23478,2024-04-11 17:42:36
1753550,75,47763,2024-04-11 17:42:36
19101288,124,57117,2024-04-11 17:42:36
20282677,214,19594,2024-04-11 17:42:51
28506315,75,13815,2024-04-11 17:42:51
4868400,28,1181,2024-04-11 17:42:51
90437248,15,1600,2024-04-11 17:42:51
40664408,42,3908,2024-04-11 17:42:51
69114645,750,9917,2024-04-11 17:45:34
2185881,35,153,2024-04-11 17:45:34
4059,41030,1579901,2024-04-11 17:45:34
100742632,20,959,2024-04-11 17:45:34
89907906,289,1367,2024-04-11 17:45:34
17969878,628,10323,2024-04-11 17:45:34
244455,8,303,2024-04-11 17:45:34
2130232,265,2106,2024-04-11 17:45:34
2529188,254,8744,2024-04-11 17:45:34
77768564,55,3102,2024-04-11 17:45:34
33222713,206,1977,2024-04-11 17:45:34
827183,596,617819,2024-04-11 17:45:34
35259,117,31105,2024-04-11 17:45:34
4059,41017,1579901,2024-04-11 17:45:34
1283,321869,8619721,2024-04-11 17:45:34
2474,15270,111189,2024-04-11 17:45:34
750072,1575,200396,2024-04-11 17:45:34
1789866,55,680,2024-04-11 17:45:34
3050387,69,1377,2024-04-11 17:45:34
68508471,45,448,2024-04-11 17:45:34
61074,1444,168205,2024-04-11 17:45:34
8588250,436,29903,2024-04-11 17:45:34
9884,12376,207466,2024-04-11 17:45:34
67168015,23,14155,2024-04-11 17:45:34
31540,5533,53266,2024-04-11 17:45:34
816173,20194,60936,2024-04-11 17:45:34
1308355,336,5875,2024-04-11 17:45:34
9388,952,43892,2024-04-11 17:45:34
14069,4942,109018,2024-04-11 17:45:34
16690,2229,335836,2024-04-11 17:45:34
79135403,21,1163,2024-04-11 17:45:34
614655,347,3708,2024-04-11 17:45:52
4281,3378,20931,2024-04-11 17:45:52
22321614,44,1103,2024-04-11 17:45:52
234269,321,203988,2024-04-11 17:45:52
75730,1091,8016,2024-04-11 17:45:52
33303021,1964,68504,2024-04-11 17:45:52
3854,11821,204564,2024-04-11 17:45:52
91414637,5,1394,2024-04-11 17:45:52
132205,3512,106686,2024-04-11 17:48:55
162807,5339,744321,2024-04-11 17:48:55
392569,345,3731,2024-04-11 17:48:55
15589802,169,363,2024-04-11 17:48:55
90637506,15,133,2024-04-11 17:48:55
8593,7588,43685,2024-04-11 17:48:55
2307,9332,1448266,2024-04-11 17:48:55
33605,81,70523,2024-04-11 17:48:55
95718062,11,319,2024-04-11 17:48:55
89662554,508,1904,2024-04-11 17:48:55
1017056,5997,25309,2024-04-11 17:48:55
61117,123,801,2024-04-11 17:48:55
1121618,26,615,2024-04-11 17:48:55
12309,2131,79424,2024-04-11 17:48:55
2601226,60,9308,2024-04-11 17:48:55
49830,208,1978,2024-04-11 17:48:55
232394,103,114807,2024-04-11 17:48:55
1674743,18,504,2024-04-11 17:48:55
202529,22,335,2024-04-11 17:48:55
1076050,87,1334,2024-04-11 17:48:55
19236,1620,18923,2024-04-11 17:48:55
75616946,33,3444,2024-04-11 17:48:55
38489,457,28383,2024-04-11 17:48:55
2172673,9,107,2024-04-11 17:48:55
352970,3270,17681,2024-04-11 17:48:55
22273004,87,12730,2024-04-11 17:48:55
854521,3054,16634,2024-04-11 17:48:55
2758286,36,4908,2024-04-11 17:48:55
50861,620,143438,2024-04-11 17:48:55
82256378,86,2411,2024-04-11 17:48:55
3308310,3,209,2024-04-11 17:48:55
72593,66,83271,2024-04-11 17:48:55
9211944,78,34712,2024-04-11 17:48:55
75590176,39,3520,2024-04-11 17:48:55
13705949,182,15805,2024-04-11 17:48:55
23685281,13,409,2024-04-11 17:49:31
5833119,8,775,2024-04-11 17:49:31
10093999,107,2265,2024-04-11 17:49:31
53587661,10,28,2024-04-11 17:49:31
7581413,140,23904,2024-04-11 17:49:31
75876381,24,2429,2024-04-11 17:49:31
18449451,35,789,2024-04-11 17:49:31
4815896,306,32586,2024-04-11 17:49:31
10298952,26,2835,2024-04-11 17:49:31
18054861,3,15,2024-04-11 17:49:31
1380287,143,1288,2024-04-11 17:49:31
76349528,7243,100726,2024-04-11 17:49:31
3815031,220,69222,2024-04-11 17:49:31
102133597,3,58,2024-04-11 17:49:31
65710222,9,98,2024-04-11 17:49:31
44661,222,91786,2024-04-11 17:49:31
215645,79,4607,2024-04-11 17:49:31
3525398,1153,23787,2024-04-11 17:49:31
1331632,450,10335,2024-04-11 17:49:31
1222129,330,5663,2024-04-11 17:49:31
352242,122,1666,2024-04-11 17:49:31
236801,199,8751,2024-04-11 17:49:31
2508972,13,381,2024-04-11 17:49:31
113383,94,786,2024-04-11 17:49:31
18149631,4,5218,2024-04-11 17:49:31
70457630,13,1760,2024-04-11 17:49:31
2150924,29,1355,2024-04-11 17:49:31
6250,25002,158241,2024-04-11 17:49:31
1269,35508,819829,2024-04-11 17:49:31
71350,1783,250302,2024-04-11 17:51:43
5354765,47,160,2024-04-11 17:51:43
380009,78,1795,2024-04-11 17:51:43
10604245,102,27108,2024-04-11 17:51:43
86370879,84,1129,2024-04-11 17:51:43
11825661,129,4018,2024-04-11 17:51:43
89662554,513,1904,2024-04-11 17:51:43
33883,1576,88268,2024-04-11 17:51:43
5051809,183,3162,2024-04-11 17:51:43
3441,7321,154761,2024-04-11 17:51:43
77130340,8,2171,2024-04-11 17:51:43
